選舉年度,選舉類別,層級,縣市,選區,號次,姓名,性別,政黨,得票數,得票率,當選
2012,立委,山地原住民,全國,01,3,邱文生,1,無黨籍及未經政黨推薦,1481,1.26,N
2012,立委,山地原住民,全國,01,4,孔文吉,1,中國國民黨,31629,27.1,Y
2012,立委,山地原住民,全國,01,5,瓦歷斯‧貝林 Walis‧Perin,1,親民黨,15533,13.3,N
2012,立委,山地原住民,全國,01,6,簡東明 Uliw．Qaljupayare,1,中國國民黨,28581,24.48,Y
2012,立委,平地原住民,全國,01,1,廖國棟,1,中國國民黨,26998,27.51,Y
2012,立委,平地原住民,全國,01,2,洪國治,1,無黨籍及未經政黨推薦,10524,10.72,N
2012,立委,平地原住民,全國,01,3,忠仁．達祿斯,1,無黨籍及未經政黨推薦,6757,6.88,N
2012,立委,平地原住民,全國,01,4,林金瑛,2,中華民國臺灣基本法連線,706,0.71,N
2012,立委,平地原住民,全國,01,5,詹金福,1,無黨籍及未經政黨推薦,1294,1.31,N
2012,立委,平地原住民,全國,01,6,林正二,1,親民黨,13992,14.25,Y
2012,立委,平地原住民,全國,01,7,陳連順,1,台灣主義黨,986,1,N
2012,立委,平地原住民,全國,01,8,馬躍‧比吼 Mayaw‧Biho,1,無黨籍及未經政黨推薦,4553,4.63,N
2012,立委,平地原住民,全國,01,9,鄭天財 Sra．Kacaw,1,中國國民黨,23480,23.92,Y
2012,立委,平地原住民,全國,01,10,笛布斯．顗賚,2,無黨籍及未經政黨推薦,8841,9,N
2014,議員,區域,臺北市,臺北市第01選區,1,謝維洲,1,民主進步黨,21687,7.09,Y
2014,議員,區域,臺北市,臺北市第01選區,2,賴素如,2,無黨籍及未經政黨推薦,7226,2.36,N
2014,議員,區域,臺北市,臺北市第01選區,3,孫士堅,1,無黨籍及未經政黨推薦,1406,0.45,N
2014,議員,區域,臺北市,臺北市第01選區,4,潘懷宗,1,新黨,25188,8.23,Y
2014,議員,區域,臺北市,臺北市第01選區,5,林瑞圖,1,無黨籍及未經政黨推薦,20065,6.56,Y
2014,議員,區域,臺北市,臺北市第01選區,6,周佳君,2,人民民主陣線,1685,0.55,N
2014,議員,區域,臺北市,臺北市第01選區,7,王奕凱,1,無黨籍及未經政黨推薦,8551,2.79,N
2014,議員,區域,臺北市,臺北市第01選區,8,王英文,1,無黨籍及未經政黨推薦,517,0.16,N
2014,議員,區域,臺北市,臺北市第01選區,9,陳重文,1,中國國民黨,13299,4.35,Y
2014,議員,區域,臺北市,臺北市第01選區,10,黃平洋,1,中國國民黨,11451,3.74,N
2014,議員,區域,臺北市,臺北市第01選區,11,王小玉,2,親民黨,2214,0.72,N
2014,議員,區域,臺北市,臺北市第01選區,12,楊靜宇,1,新黨,10538,3.44,N
2014,議員,區域,臺北市,臺北市第01選區,13,汪志冰,2,中國國民黨,18021,5.89,Y
2014,議員,區域,臺北市,臺北市第01選區,14,林世宗,1,民主進步黨,12334,4.03,Y
2014,議員,區域,臺北市,臺北市第01選區,15,王威中,1,民主進步黨,20649,6.75,Y
2014,議員,區域,臺北市,臺北市第01選區,16,吳思瑤,2,民主進步黨,20302,6.64,Y
2014,議員,區域,臺北市,臺北市第01選區,17,陳建銘,1,台灣團結聯盟,20952,6.85,Y
2014,議員,區域,臺北市,臺北市第01選區,18,何志偉,1,民主進步黨,26283,8.59,Y
2014,議員,區域,臺北市,臺北市第01選區,19,陳政忠,1,無黨籍及未經政黨推薦,16623,5.43,Y
2014,議員,區域,臺北市,臺北市第01選區,20,陳慈慧,2,民主進步黨,22688,7.42,Y
2014,議員,區域,臺北市,臺北市第01選區,21,吳碧珠,2,中國國民黨,24030,7.86,Y
2014,議員,區域,臺北市,臺北市第02選區,1,許明偉,1,無黨籍及未經政黨推薦,497,0.22,N
2014,議員,區域,臺北市,臺北市第02選區,2,陳義洲,1,中國國民黨,17693,8.08,Y
2014,議員,區域,臺北市,臺北市第02選區,3,趙家蓉,2,新黨,9910,4.52,N
2014,議員,區域,臺北市,臺北市第02選區,4,黃子哲,1,中國國民黨,9380,4.28,N
2014,議員,區域,臺北市,臺北市第02選區,5,黃珊珊,2,親民黨,28020,12.8,Y
2014,議員,區域,臺北市,臺北市第02選區,6,王孝維,1,民主進步黨,17401,7.94,Y
2014,議員,區域,臺北市,臺北市第02選區,7,李彥秀,2,中國國民黨,25057,11.44,Y
2014,議員,區域,臺北市,臺北市第02選區,8,陳嘉霖,1,台灣團結聯盟,2466,1.12,N
2014,議員,區域,臺北市,臺北市第02選區,9,余筱菁,2,樹黨,3527,1.61,N
2014,議員,區域,臺北市,臺北市第02選區,10,闕枚莎,2,中國國民黨,19956,9.11,Y
2014,議員,區域,臺北市,臺北市第02選區,11,江志銘,1,民主進步黨,14592,6.66,Y
2014,議員,區域,臺北市,臺北市第02選區,12,吳世正,1,中國國民黨,18223,8.32,Y
2014,議員,區域,臺北市,臺北市第02選區,13,李建昌,1,民主進步黨,18052,8.24,Y
2014,議員,區域,臺北市,臺北市第02選區,14,高嘉瑜,2,民主進步黨,34117,15.58,Y
2014,議員,區域,臺北市,臺北市第03選區,1,陳永德,1,中國國民黨,13825,5.74,Y
2014,議員,區域,臺北市,臺北市第03選區,2,秦慧珠,2,中國國民黨,20632,8.57,Y
2014,議員,區域,臺北市,臺北市第03選區,3,楊世光,1,新黨,11639,4.83,N
2014,議員,區域,臺北市,臺北市第03選區,4,許家蓓,2,民主進步黨,21444,8.91,Y
2014,議員,區域,臺北市,臺北市第03選區,5,王博玉,1,無黨籍及未經政黨推薦,380,0.15,N
2014,議員,區域,臺北市,臺北市第03選區,6,戴錫欽,1,中國國民黨,13862,5.75,Y
2014,議員,區域,臺北市,臺北市第03選區,7,陳孋輝,2,中國國民黨,14307,5.94,Y
2014,議員,區域,臺北市,臺北市第03選區,8,洪士奇,1,親民黨,10679,4.43,N
2014,議員,區域,臺北市,臺北市第03選區,9,潘翰疆,1,樹黨,4387,1.82,N
2014,議員,區域,臺北市,臺北市第03選區,10,許淑華,2,民主進步黨,27332,11.35,Y
2014,議員,區域,臺北市,臺北市第03選區,11,李卓翰,1,台灣團結聯盟,3484,1.44,N
2014,議員,區域,臺北市,臺北市第03選區,12,王鴻薇,2,中國國民黨,18472,7.67,Y
2014,議員,區域,臺北市,臺北市第03選區,13,洪健益,1,民主進步黨,20319,8.44,Y
2014,議員,區域,臺北市,臺北市第03選區,14,楊實秋,1,中國國民黨,9297,3.86,N
2014,議員,區域,臺北市,臺北市第03選區,15,張茂楠,1,民主進步黨,21329,8.86,Y
2014,議員,區域,臺北市,臺北市第03選區,16,徐世勲,1,無黨籍及未經政黨推薦,19037,7.9,Y
2014,議員,區域,臺北市,臺北市第03選區,17,王正德,1,中國國民黨,10247,4.25,N
2014,議員,區域,臺北市,臺北市第04選區,1,陳炳甫,1,中國國民黨,19808,10.02,Y
2014,議員,區域,臺北市,臺北市第04選區,2,鍾君竺,2,人民民主陣線,1957,0.99,N
2014,議員,區域,臺北市,臺北市第04選區,3,黃向羣,1,民主進步黨,16248,8.21,Y
2014,議員,區域,臺北市,臺北市第04選區,4,林婕麗,2,新黨,5856,2.96,N
2014,議員,區域,臺北市,臺北市第04選區,5,梁文傑,1,民主進步黨,26155,13.23,Y
2014,議員,區域,臺北市,臺北市第04選區,6,顏若芳,2,民主進步黨,26079,13.19,Y
2014,議員,區域,臺北市,臺北市第04選區,7,葉林傳,1,中國國民黨,21531,10.89,Y
2014,議員,區域,臺北市,臺北市第04選區,8,王世堅,1,民主進步黨,25102,12.69,Y
2014,議員,區域,臺北市,臺北市第04選區,9,林國成,1,親民黨,13125,6.63,Y
2014,議員,區域,臺北市,臺北市第04選區,10,王麗珠,2,中國國民黨,12717,6.43,N
2014,議員,區域,臺北市,臺北市第04選區,11,簡聖哲,1,台灣團結聯盟,6961,3.52,N
2014,議員,區域,臺北市,臺北市第04選區,12,鄭惠齡,2,樹黨,4401,2.22,N
2014,議員,區域,臺北市,臺北市第04選區,13,林亭君,2,中國國民黨,17103,8.65,Y
2014,議員,區域,臺北市,臺北市第04選區,14,楊鎮雄,1,無黨籍及未經政黨推薦,629,0.31,N
2014,議員,區域,臺北市,臺北市第05選區,1,徐立信,1,無黨籍及未經政黨推薦,9057,4.65,N
2014,議員,區域,臺北市,臺北市第05選區,2,黄文章,1,華聲黨,207,0.1,N
2014,議員,區域,臺北市,臺北市第05選區,3,康明道,1,無黨籍及未經政黨推薦,342,0.17,N
2014,議員,區域,臺北市,臺北市第05選區,4,吳志剛,1,中國國民黨,21444,11.01,Y
2014,議員,區域,臺北市,臺北市第05選區,5,謝建平,1,台灣團結聯盟,4149,2.13,N
2014,議員,區域,臺北市,臺北市第05選區,6,童仲彥,1,民主進步黨,19546,10.04,Y
2014,議員,區域,臺北市,臺北市第05選區,7,周威佑,1,民主進步黨,20663,10.61,Y
2014,議員,區域,臺北市,臺北市第05選區,8,劉耀仁,1,民主進步黨,17303,8.89,Y
2014,議員,區域,臺北市,臺北市第05選區,9,應曉薇,2,中國國民黨,21092,10.83,Y
2014,議員,區域,臺北市,臺北市第05選區,10,林佳諭,2,樹黨,9965,5.12,N
2014,議員,區域,臺北市,臺北市第05選區,11,郭昭巖,2,中國國民黨,21782,11.19,Y
2014,議員,區域,臺北市,臺北市第05選區,12,鍾小平,1,中國國民黨,14987,7.7,Y
2014,議員,區域,臺北市,臺北市第05選區,13,顏聖冠,2,民主進步黨,23499,12.07,Y
2014,議員,區域,臺北市,臺北市第05選區,14,陳蓋武,1,親民黨,2887,1.48,N
2014,議員,區域,臺北市,臺北市第05選區,15,張榮法,1,新黨,7696,3.95,N
2014,議員,區域,臺北市,臺北市第06選區,1,陳彥伯,1,新黨,15302,4.96,Y
2014,議員,區域,臺北市,臺北市第06選區,2,孫仲康,1,無黨籍及未經政黨推薦,772,0.25,N
2014,議員,區域,臺北市,臺北市第06選區,3,厲耿桂芳,2,中國國民黨,15712,5.09,Y
2014,議員,區域,臺北市,臺北市第06選區,4,王欣儀,2,中國國民黨,17595,5.7,Y
2014,議員,區域,臺北市,臺北市第06選區,5,陳錦祥,1,中國國民黨,17165,5.56,Y
2014,議員,區域,臺北市,臺北市第06選區,6,丁增義,1,無黨籍及未經政黨推薦,535,0.17,N
2014,議員,區域,臺北市,臺北市第06選區,7,潘翰聲,1,樹黨,8623,2.79,N
2014,議員,區域,臺北市,臺北市第06選區,8,歐陽龍,1,中國國民黨,27123,8.8,Y
2014,議員,區域,臺北市,臺北市第06選區,9,王閔生,1,民主進步黨,22993,7.46,Y
2014,議員,區域,臺北市,臺北市第06選區,10,青天,1,無黨籍及未經政黨推薦,541,0.17,N
2014,議員,區域,臺北市,臺北市第06選區,11,何啟聖,1,親民黨,8664,2.81,N
2014,議員,區域,臺北市,臺北市第06選區,12,王致雅,2,中國國民黨,14115,4.58,N
2014,議員,區域,臺北市,臺北市第06選區,13,徐弘庭,1,中國國民黨,15651,5.07,Y
2014,議員,區域,臺北市,臺北市第06選區,14,聶紹雄,1,無黨籍及未經政黨推薦,395,0.12,N
2014,議員,區域,臺北市,臺北市第06選區,15,周柏雅,1,民主進步黨,17249,5.59,Y
2014,議員,區域,臺北市,臺北市第06選區,16,李慶鋒,1,民主進步黨,20274,6.57,Y
2014,議員,區域,臺北市,臺北市第06選區,17,阮昭雄,1,民主進步黨,20727,6.72,Y
2014,議員,區域,臺北市,臺北市第06選區,18,李新,1,中國國民黨,22773,7.38,Y
2014,議員,區域,臺北市,臺北市第06選區,19,謝啟大,2,無黨籍及未經政黨推薦,9665,3.13,N
2014,議員,區域,臺北市,臺北市第06選區,20,歐陽瑞蓮,2,台灣團結聯盟,5279,1.71,N
2014,議員,區域,臺北市,臺北市第06選區,21,簡舒培,2,民主進步黨,22672,7.35,Y
2014,議員,區域,臺北市,臺北市第06選區,22,李慶元,1,中國國民黨,24348,7.9,Y
2014,議員,區域,新北市,新北市第01選區,1,鄭戴麗香,2,中國國民黨,18779,17.21,Y
2014,議員,區域,新北市,新北市第01選區,2,王鐘銘,1,綠黨,6880,6.3,N
2014,議員,區域,新北市,新北市第01選區,3,鄭宇恩,2,民主進步黨,31928,29.26,Y
2014,議員,區域,新北市,新北市第01選區,4,蔡錦賢,1,無黨籍及未經政黨推薦,20167,18.48,Y
2014,議員,區域,新北市,新北市第01選區,5,蔡葉偉,1,中國國民黨,16421,15.05,Y
2014,議員,區域,新北市,新北市第01選區,6,呂子昌,1,民主進步黨,14919,13.67,N
2014,議員,區域,新北市,新北市第02選區,1,蔡健棠,1,中國國民黨,20218,6.62,N
2014,議員,區域,新北市,新北市第02選區,2,宋明宗,1,中國國民黨,24326,7.96,Y
2014,議員,區域,新北市,新北市第02選區,3,陳明義,1,中國國民黨,20466,6.7,N
2014,議員,區域,新北市,新北市第02選區,4,何淑峯,2,民主進步黨,24987,8.18,Y
2014,議員,區域,新北市,新北市第02選區,5,賴秋媚,2,民主進步黨,21927,7.18,Y
2014,議員,區域,新北市,新北市第02選區,6,董吉誠,1,無黨籍及未經政黨推薦,1521,0.49,N
2014,議員,區域,新北市,新北市第02選區,7,鍾宏仁,1,民主進步黨,40858,13.38,Y
2014,議員,區域,新北市,新北市第02選區,8,張晉婷,2,台灣團結聯盟,26625,8.72,Y
2014,議員,區域,新北市,新北市第02選區,9,黃林玲玲,2,中國國民黨,25082,8.21,Y
2014,議員,區域,新北市,新北市第02選區,10,蔣根煌,1,中國國民黨,22188,7.26,Y
2014,議員,區域,新北市,新北市第02選區,11,陳文治,1,民主進步黨,20481,6.7,Y
2014,議員,區域,新北市,新北市第02選區,12,陳科名,1,民主進步黨,27269,8.93,Y
2014,議員,區域,新北市,新北市第02選區,13,蔡淑君,2,中國國民黨,29373,9.62,Y
2014,議員,區域,新北市,新北市第03選區,1,李倩萍,2,民主進步黨,28652,9.83,Y
2014,議員,區域,新北市,新北市第03選區,2,蕭榮騰,1,人民最大黨,614,0.21,N
2014,議員,區域,新北市,新北市第03選區,3,鄭金隆,1,民主進步黨,20694,7.1,Y
2014,議員,區域,新北市,新北市第03選區,4,王詠沛,2,親民黨,4337,1.48,N
2014,議員,區域,新北市,新北市第03選區,5,黃桂蘭,2,中國國民黨,19111,6.55,N
2014,議員,區域,新北市,新北市第03選區,6,張宸浩,1,新黨,2599,0.89,N
2014,議員,區域,新北市,新北市第03選區,7,董俊良,1,無黨籍及未經政黨推薦,556,0.19,N
2014,議員,區域,新北市,新北市第03選區,8,胡淑蓉,2,中國國民黨,15708,5.38,N
2014,議員,區域,新北市,新北市第03選區,9,蔡明堂,1,中國國民黨,25538,8.76,Y
2014,議員,區域,新北市,新北市第03選區,10,李翁月娥,2,無黨籍及未經政黨推薦,20340,6.97,Y
2014,議員,區域,新北市,新北市第03選區,11,李丹鳳,2,人民民主陣線,2603,0.89,N
2014,議員,區域,新北市,新北市第03選區,12,鄭世維,1,中國國民黨,14520,4.98,N
2014,議員,區域,新北市,新北市第03選區,13,陳幸進,1,中國國民黨,20819,7.14,Y
2014,議員,區域,新北市,新北市第03選區,14,蘇卿彥,1,無黨籍及未經政黨推薦,312,0.1,N
2014,議員,區域,新北市,新北市第03選區,15,李坤城,1,民主進步黨,26809,9.19,Y
2014,議員,區域,新北市,新北市第03選區,16,李余典,1,民主進步黨,26794,9.19,Y
2014,議員,區域,新北市,新北市第03選區,17,邱婷蔚,2,民主進步黨,32511,11.15,Y
2014,議員,區域,新北市,新北市第03選區,18,陳啟能,1,民主進步黨,24841,8.52,Y
2014,議員,區域,新北市,新北市第03選區,19,陳良安,1,台灣團結聯盟,4076,1.39,N
2014,議員,區域,新北市,新北市第04選區,1,曾煥嘉,1,中國國民黨,21807,7.96,Y
2014,議員,區域,新北市,新北市第04選區,2,周勝考,1,中國國民黨,25921,9.46,Y
2014,議員,區域,新北市,新北市第04選區,3,廖裕德,1,無黨籍及未經政黨推薦,19739,7.2,Y
2014,議員,區域,新北市,新北市第04選區,4,顏德民,1,無黨籍及未經政黨推薦,1745,0.63,N
2014,議員,區域,新北市,新北市第04選區,5,王淑慧,2,民主進步黨,21866,7.98,Y
2014,議員,區域,新北市,新北市第04選區,6,黃俊哲,1,民主進步黨,21625,7.89,Y
2014,議員,區域,新北市,新北市第04選區,7,林水山,1,民主進步黨,14115,5.15,N
2014,議員,區域,新北市,新北市第04選區,8,何博文,1,民主進步黨,35304,12.89,Y
2014,議員,區域,新北市,新北市第04選區,9,林世棟,1,親民黨,3385,1.23,N
2014,議員,區域,新北市,新北市第04選區,10,林國春,1,中國國民黨,28193,10.29,Y
2014,議員,區域,新北市,新北市第04選區,11,劉美芳,2,中國國民黨,18343,6.69,Y
2014,議員,區域,新北市,新北市第04選區,12,王炳忠,1,新黨,4299,1.56,N
2014,議員,區域,新北市,新北市第04選區,13,張宏陸,1,民主進步黨,21066,7.69,Y
2014,議員,區域,新北市,新北市第04選區,14,李婉鈺,2,無黨籍及未經政黨推薦,15770,5.75,N
2014,議員,區域,新北市,新北市第04選區,15,趙燕昭,1,中國國民黨,13710,5,N
2014,議員,區域,新北市,新北市第04選區,16,蕭貫譽,1,台灣團結聯盟,6955,2.53,N
2014,議員,區域,新北市,新北市第05選區,1,陳錦錠,2,中國國民黨,26290,12.78,Y
2014,議員,區域,新北市,新北市第05選區,2,江永昌,1,民主進步黨,38503,18.72,Y
2014,議員,區域,新北市,新北市第05選區,3,林朝鑫,1,無黨籍及未經政黨推薦,8788,4.27,N
2014,議員,區域,新北市,新北市第05選區,4,戴德成,1,新黨,13965,6.79,N
2014,議員,區域,新北市,新北市第05選區,5,游輝宂,1,無黨籍及未經政黨推薦,24703,12.01,Y
2014,議員,區域,新北市,新北市第05選區,6,林秀惠,2,民主進步黨,21678,10.54,Y
2014,議員,區域,新北市,新北市第05選區,7,張瑞山,1,民主進步黨,21768,10.58,Y
2014,議員,區域,新北市,新北市第05選區,8,金瑞龍,1,中國國民黨,21159,10.29,N
2014,議員,區域,新北市,新北市第05選區,9,邱烽堯,1,中國國民黨,28764,13.98,Y
2014,議員,區域,新北市,新北市第06選區,1,羅文崇,1,民主進步黨,18015,16.85,Y
2014,議員,區域,新北市,新北市第06選區,2,陳鴻源,1,中國國民黨,19967,18.68,Y
2014,議員,區域,新北市,新北市第06選區,3,許昭興,2,民主進步黨,22411,20.96,Y
2014,議員,區域,新北市,新北市第06選區,4,蔡明璋,1,新黨,3733,3.49,N
2014,議員,區域,新北市,新北市第06選區,5,金介壽,1,中國國民黨,17861,16.71,N
2014,議員,區域,新北市,新北市第06選區,6,連斐璠,2,中國國民黨,21700,20.3,Y
2014,議員,區域,新北市,新北市第06選區,7,莊育麟,1,人民民主陣線,3188,2.98,N
2014,議員,區域,新北市,新北市第07選區,1,王明麗,2,中國國民黨,15771,5.53,N
2014,議員,區域,新北市,新北市第07選區,2,林銘仁,1,民主進步黨,21388,7.5,Y
2014,議員,區域,新北市,新北市第07選區,3,林明正,1,新黨,1792,0.62,N
2014,議員,區域,新北市,新北市第07選區,4,吳琪銘,1,民主進步黨,30103,10.56,Y
2014,議員,區域,新北市,新北市第07選區,5,林金結,1,中國國民黨,18462,6.47,Y
2014,議員,區域,新北市,新北市第07選區,6,彭成龍,1,民主進步黨,17195,6.03,Y
2014,議員,區域,新北市,新北市第07選區,7,李宜潔,2,台灣團結聯盟,3432,1.2,N
2014,議員,區域,新北市,新北市第07選區,8,陳世榮,1,無黨籍及未經政黨推薦,22016,7.72,Y
2014,議員,區域,新北市,新北市第07選區,9,朱子孟,1,中國國民黨,8770,3.07,N
2014,議員,區域,新北市,新北市第07選區,10,羅友志,1,無黨籍及未經政黨推薦,3695,1.29,N
2014,議員,區域,新北市,新北市第07選區,11,黃永昌,1,中國國民黨,18070,6.33,Y
2014,議員,區域,新北市,新北市第07選區,12,廖本煙,1,民主進步黨,19699,6.91,Y
2014,議員,區域,新北市,新北市第07選區,13,歐金獅,1,民主進步黨,14486,5.08,N
2014,議員,區域,新北市,新北市第07選區,14,薛永華,1,親民黨,7966,2.79,N
2014,議員,區域,新北市,新北市第07選區,15,臧家宜,2,無黨籍及未經政黨推薦,1329,0.46,N
2014,議員,區域,新北市,新北市第07選區,16,楊木萬,1,綠黨,7245,2.54,N
2014,議員,區域,新北市,新北市第07選區,17,洪佳君,2,中國國民黨,21934,7.69,Y
2014,議員,區域,新北市,新北市第07選區,18,朱彥華,1,無黨籍及未經政黨推薦,6303,2.21,N
2014,議員,區域,新北市,新北市第07選區,19,林富子,2,中國國民黨,10845,3.8,N
2014,議員,區域,新北市,新北市第07選區,20,高敏慧,2,民主進步黨,15855,5.56,Y
2014,議員,區域,新北市,新北市第07選區,21,蘇有仁,1,無黨籍及未經政黨推薦,18672,6.55,Y
2014,議員,區域,新北市,新北市第08選區,1,王美月,2,中國國民黨,14112,8.72,N
2014,議員,區域,新北市,新北市第08選區,2,劉哲彰,1,中國國民黨,26126,16.14,Y
2014,議員,區域,新北市,新北市第08選區,3,金中玉,1,無黨籍及未經政黨推薦,28202,17.43,Y
2014,議員,區域,新北市,新北市第08選區,4,陳永福,1,民主進步黨,32061,19.81,Y
2014,議員,區域,新北市,新北市第08選區,5,廖筱清,2,民主進步黨,22880,14.14,Y
2014,議員,區域,新北市,新北市第08選區,6,邱九桁,1,親民黨,6336,3.91,N
2014,議員,區域,新北市,新北市第08選區,7,何孟哲,1,新黨,7010,4.33,N
2014,議員,區域,新北市,新北市第08選區,8,陳儀君,2,中國國民黨,25063,15.49,Y
2014,議員,區域,新北市,新北市第09選區,1,謝簡,1,中華民主向日葵憲政改革聯盟,389,1.01,N
2014,議員,區域,新北市,新北市第09選區,2,高天助,1,無黨籍及未經政黨推薦,3975,10.38,N
2014,議員,區域,新北市,新北市第09選區,3,林讚枝,1,中國國民黨,5442,14.21,N
2014,議員,區域,新北市,新北市第09選區,4,林裔綺,2,民主進步黨,15984,41.75,Y
2014,議員,區域,新北市,新北市第09選區,5,吳清風,1,無黨籍及未經政黨推薦,1806,4.71,N
2014,議員,區域,新北市,新北市第09選區,6,廖秀雄,1,無黨籍及未經政黨推薦,10684,27.91,N
2014,議員,區域,新北市,新北市第10選區,1,周雅玲,2,民主進步黨,25503,23.55,Y
2014,議員,區域,新北市,新北市第10選區,2,李玉蘭,2,無黨籍及未經政黨推薦,5505,5.08,N
2014,議員,區域,新北市,新北市第10選區,3,黃瑞傳,1,無黨籍及未經政黨推薦,2007,1.85,N
2014,議員,區域,新北市,新北市第10選區,4,廖正良,1,中國國民黨,22992,21.23,Y
2014,議員,區域,新北市,新北市第10選區,5,白珮茹,2,中國國民黨,25743,23.77,Y
2014,議員,區域,新北市,新北市第10選區,6,沈發惠,1,民主進步黨,26532,24.5,Y
2014,議員,區域,桃園市,桃園市第01選區,1,萬美玲,2,中國國民黨,16724,9.29,Y
2014,議員,區域,桃園市,桃園市第01選區,2,范綱祥,1,民主進步黨,11943,6.63,Y
2014,議員,區域,桃園市,桃園市第01選區,3,林國政,1,親民黨,6305,3.5,N
2014,議員,區域,桃園市,桃園市第01選區,4,陳宗義,1,民主進步黨,6697,3.72,N
2014,議員,區域,桃園市,桃園市第01選區,5,黃婉如,2,中國國民黨,11162,6.2,Y
2014,議員,區域,桃園市,桃園市第01選區,6,王信涵,1,無黨籍及未經政黨推薦,235,0.13,N
2014,議員,區域,桃園市,桃園市第01選區,7,簡梓倡,1,無黨籍及未經政黨推薦,2413,1.34,N
2014,議員,區域,桃園市,桃園市第01選區,8,張勝豐,1,新黨,2095,1.16,N
2014,議員,區域,桃園市,桃園市第01選區,9,黃莅程,1,無黨籍及未經政黨推薦,67,0.03,N
2014,議員,區域,桃園市,桃園市第01選區,10,黃景熙,1,民主進步黨,12916,7.17,Y
2014,議員,區域,桃園市,桃園市第01選區,11,黃智銘,1,民主進步黨,8269,4.59,N
2014,議員,區域,桃園市,桃園市第01選區,12,李曉鐘,1,中國國民黨,12563,6.98,Y
2014,議員,區域,桃園市,桃園市第01選區,13,蘇家明,1,中國國民黨,12003,6.67,Y
2014,議員,區域,桃園市,桃園市第01選區,14,賀光卍,1,人民民主陣線,290,0.16,N
2014,議員,區域,桃園市,桃園市第01選區,15,陳美梅,2,中國國民黨,10092,5.6,Y
2014,議員,區域,桃園市,桃園市第01選區,16,洪文璋,1,無黨籍及未經政黨推薦,7165,3.98,N
2014,議員,區域,桃園市,桃園市第01選區,17,楊添丁,1,無黨籍及未經政黨推薦,863,0.47,N
2014,議員,區域,桃園市,桃園市第01選區,18,詹江村,1,中國國民黨,9661,5.36,Y
2014,議員,區域,桃園市,桃園市第01選區,19,林政賢,1,中國國民黨,9118,5.06,Y
2014,議員,區域,桃園市,桃園市第01選區,20,李光達,1,台灣團結聯盟,9371,5.2,Y
2014,議員,區域,桃園市,桃園市第01選區,21,廖輝星,1,民主進步黨,7136,3.96,N
2014,議員,區域,桃園市,桃園市第01選區,22,黃哲鍾,1,無黨團結聯盟,8183,4.54,N
2014,議員,區域,桃園市,桃園市第01選區,23,羅岳峰,1,綠黨,5835,3.24,N
2014,議員,區域,桃園市,桃園市第01選區,24,史碩仁,1,無黨籍及未經政黨推薦,110,0.06,N
2014,議員,區域,桃園市,桃園市第01選區,25,邱素芬,2,民主進步黨,8705,4.83,Y
2014,議員,區域,桃園市,桃園市第02選區,1,陳志謀,1,民主進步黨,16137,26.35,Y
2014,議員,區域,桃園市,桃園市第02選區,2,林正峰,1,中國國民黨,11215,18.31,Y
2014,議員,區域,桃園市,桃園市第02選區,3,李麗珠,2,中國國民黨,6175,10.08,N
2014,議員,區域,桃園市,桃園市第02選區,4,許森能,1,無黨籍及未經政黨推薦,4990,8.14,N
2014,議員,區域,桃園市,桃園市第02選區,5,王家一,1,無黨籍及未經政黨推薦,3263,5.32,N
2014,議員,區域,桃園市,桃園市第02選區,6,林俐玲,2,民主進步黨,11075,18.08,Y
2014,議員,區域,桃園市,桃園市第02選區,7,李雲強,1,中國國民黨,8373,13.67,Y
2014,議員,區域,桃園市,桃園市第03選區,1,張文瑜,2,無黨籍及未經政黨推薦,7005,8.19,N
2014,議員,區域,桃園市,桃園市第03選區,2,何正森,1,中國國民黨,6527,7.63,N
2014,議員,區域,桃園市,桃園市第03選區,3,呂淑真,2,中國國民黨,7117,8.33,Y
2014,議員,區域,桃園市,桃園市第03選區,4,呂林小鳳,2,民主進步黨,11518,13.48,Y
2014,議員,區域,桃園市,桃園市第03選區,5,鍾孝彥,1,無黨籍及未經政黨推薦,962,1.12,N
2014,議員,區域,桃園市,桃園市第03選區,6,劉茂羣,2,中國國民黨,8068,9.44,Y
2014,議員,區域,桃園市,桃園市第03選區,7,王國棟,1,中國國民黨,3760,4.4,N
2014,議員,區域,桃園市,桃園市第03選區,8,賴維哲,1,無黨籍及未經政黨推薦,768,0.89,N
2014,議員,區域,桃園市,桃園市第03選區,9,趙正宇,1,無黨籍及未經政黨推薦,12478,14.6,Y
2014,議員,區域,桃園市,桃園市第03選區,10,蔡永芳,1,民主進步黨,12221,14.3,Y
2014,議員,區域,桃園市,桃園市第03選區,11,鄭銀福,1,無黨籍及未經政黨推薦,3223,3.77,N
2014,議員,區域,桃園市,桃園市第03選區,12,彭少康,1,新黨,766,0.89,N
2014,議員,區域,桃園市,桃園市第03選區,13,林玉娟,2,無黨籍及未經政黨推薦,4091,4.78,N
2014,議員,區域,桃園市,桃園市第03選區,14,陳松福,1,無黨籍及未經政黨推薦,6929,8.11,N
2014,議員,區域,桃園市,桃園市第04選區,1,李訓求,1,中國國民黨,7819,12.18,N
2014,議員,區域,桃園市,桃園市第04選區,2,張桂綿,2,中國國民黨,8954,13.95,N
2014,議員,區域,桃園市,桃園市第04選區,3,郭麗華,2,民主進步黨,11640,18.14,Y
2014,議員,區域,桃園市,桃園市第04選區,4,吳寶玉,2,無黨籍及未經政黨推薦,646,1,N
