選舉年度,選舉類別,層級,縣市,選區,號次,姓名,性別,政黨,得票數,得票率,當選
2002,議員,平地原住民,苗栗縣,苗栗縣第七選區,1,章運金,1,親民黨,487,34.69,N
2002,議員,平地原住民,苗栗縣,苗栗縣第七選區,2,楊文昌,1,無,917,65.31,Y
2002,議員,平地原住民,臺中縣,臺中縣第九選區,1,汪進貴,1,無,224,16.15,N
2002,議員,平地原住民,臺中縣,臺中縣第九選區,2,洪金福,1,親民黨,492,35.47,Y
2002,議員,平地原住民,臺中縣,臺中縣第九選區,3,潘居雄,1,無,272,19.61,N
2002,議員,平地原住民,臺中縣,臺中縣第九選區,4,陳文書,1,中國國民黨,399,28.77,N
2002,議員,平地原住民,彰化縣,彰化縣第九選區,1,張新男,1,中國國民黨,283,53.00,Y
2002,議員,平地原住民,彰化縣,彰化縣第九選區,2,陳世傑,1,無,240,44.94,N
2002,議員,平地原住民,彰化縣,彰化縣第九選區,3,八亘．羅外,1,無,11,2.06,N
2002,議員,平地原住民,高雄縣,高雄縣第七選區,1,洪天盛,1,中國國民黨,353,49.72,N
2002,議員,平地原住民,高雄縣,高雄縣第七選區,2,詹金福,1,親民黨,357,50.28,Y
2002,議員,平地原住民,屏東縣,屏東縣第八選區,1,潘裕隆,1,中國國民黨,937,65.66,Y
2002,議員,平地原住民,屏東縣,屏東縣第八選區,2,潘冠志,1,無,490,34.34,N
2002,議員,平地原住民,臺東縣,臺東縣第六選區,1,王清堅,1,無,1625,29.16,Y
2002,議員,平地原住民,臺東縣,臺東縣第六選區,2,江登輝,1,中國國民黨,485,8.70,N
2002,議員,平地原住民,臺東縣,臺東縣第六選區,3,高清峰,1,親民黨,566,10.16,N
2002,議員,平地原住民,臺東縣,臺東縣第六選區,4,林昌榮,1,民主進步黨,463,8.31,N
2002,議員,平地原住民,臺東縣,臺東縣第六選區,5,陳．藍姆洛,1,無,1365,24.50,N
2002,議員,平地原住民,臺東縣,臺東縣第六選區,6,洪玫璉,2,中國國民黨,1068,19.17,Y
2002,議員,平地原住民,臺東縣,臺東縣第七選區,1,陳忠雄,1,中國國民黨,364,6.59,N
2002,議員,平地原住民,臺東縣,臺東縣第七選區,2,蔡義勇,1,中國國民黨,1598,28.94,Y
2002,議員,平地原住民,臺東縣,臺東縣第七選區,3,江堅壽,1,中國國民黨,1455,26.35,Y
2002,議員,平地原住民,臺東縣,臺東縣第七選區,4,潘村雲,1,中國國民黨,1426,25.82,N
2002,議員,平地原住民,臺東縣,臺東縣第七選區,5,吳義德,1,中國國民黨,679,12.30,N
2002,議員,平地原住民,臺東縣,臺東縣第八選區,1,林光雄,1,中國國民黨,1088,40.09,Y
2002,議員,平地原住民,臺東縣,臺東縣第八選區,2,林錦章,1,無,914,33.68,N
2002,議員,平地原住民,臺東縣,臺東縣第八選區,3,高源治,1,親民黨,712,26.23,N
2002,議員,平地原住民,臺東縣,臺東縣第九選區,1,唐武傳,1,無,1352,17.30,N
2002,議員,平地原住民,臺東縣,臺東縣第九選區,2,嚴亞美,2,中國國民黨,1660,21.24,Y
2002,議員,平地原住民,臺東縣,臺東縣第九選區,3,曾金福,1,中國國民黨,1660,21.24,Y
2002,議員,平地原住民,臺東縣,臺東縣第九選區,4,林富雄,1,親民黨,1433,18.33,Y
2002,議員,平地原住民,臺東縣,臺東縣第九選區,5,張瑜,1,中國國民黨,920,11.77,N
2002,議員,平地原住民,臺東縣,臺東縣第九選區,6,楊蕙慈,2,中國國民黨,791,10.12,N
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,1,黃榮華,1,中國國民黨,580,9.64,N
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,2,周利根,1,中國國民黨,1860,30.92,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,3,謝中光,1,無,310,5.15,N
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,4,蔡玉妹,2,中國國民黨,1165,19.37,N
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,5,曾玉霞,2,親民黨,1986,33.02,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第五選區,6,張金龍,1,無,114,1.90,N
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,1,黃新福,1,無,1254,15.66,N
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,2,林勝智,1,中國國民黨,1381,17.25,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,3,高金萬,1,無,1120,13.99,N
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,4,馬其三,1,中國國民黨,1224,15.29,N
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,5,孫永昌,1,中國國民黨,1354,16.91,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第六選區,6,楊德金,1,親民黨,1673,20.90,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第七選區,1,林進富,1,中國國民黨,1214,23.39,Y
2002,議員,平地原住民,花蓮縣,花蓮縣第七選區,2,李文義,1,中國國民黨,1062,20.46,N
2002,議員,平地原住民,花蓮縣,花蓮縣第七選區,3,陳慶富,1,中國國民黨,1213,23.37,N
2002,議員,平地原住民,花蓮縣,花蓮縣第七選區,4,葉志生,1,中國國民黨,1702,32.79,Y
2002,議員,平地原住民,基隆市,基隆市第八選區,1,陳明建,1,親民黨,1245,56.85,Y
2002,議員,平地原住民,基隆市,基隆市第八選區,2,馬賢生,1,中國國民黨,945,43.15,N
2002,議員,平地原住民,臺中市,臺中市第七選區,1,林同助,1,無,86,16.48,N
2002,議員,平地原住民,臺中市,臺中市第七選區,2,李訓榮,1,中國國民黨,92,17.62,N
2002,議員,平地原住民,臺中市,臺中市第七選區,3,林清華,1,親民黨,84,16.09,N
2002,議員,平地原住民,臺中市,臺中市第七選區,4,溫建華,1,中國國民黨,139,26.63,Y
2002,議員,平地原住民,臺中市,臺中市第七選區,5,洪天清,1,民主進步黨,54,10.34,N
2002,議員,平地原住民,臺中市,臺中市第七選區,6,林長春,1,親民黨,67,12.84,N
2004,立委,區域,臺北市,臺北市第1選舉區,1,施明德,1,無,26974,4.43,N
2004,立委,區域,臺北市,臺北市第1選舉區,2,林正修,1,無,19512,3.20,N
2004,立委,區域,臺北市,臺北市第1選舉區,3,吳祥輝,1,無,847,0.14,N
2004,立委,區域,臺北市,臺北市第1選舉區,4,林重謨,1,民主進步黨,36047,5.92,Y
2004,立委,區域,臺北市,臺北市第1選舉區,5,柯賜海,1,無,3998,0.66,N
2004,立委,區域,臺北市,臺北市第1選舉區,6,秦慧珠,2,親民黨,35676,5.85,N
2004,立委,區域,臺北市,臺北市第1選舉區,7,李永萍,2,親民黨,51087,8.38,Y
2004,立委,區域,臺北市,臺北市第1選舉區,8,蔡正元,1,中國國民黨,45965,7.54,Y
2004,立委,區域,臺北市,臺北市第1選舉區,9,陳建銘,1,台灣團結聯盟,33861,5.56,N
2004,立委,區域,臺北市,臺北市第1選舉區,10,毋詩茜,2,無,439,0.07,N
